Run,OS,Combination,Time(m)Raw,Min,Seconds,Time(m)Normalized,Accelerator,Integrator
3,Windows11,vw-van_kdtree_path.pbrt,17.50600517,,,17.50600517,kdtree,path
3,Windows11,killeroo-gold_bvh_path.pbrt,7.788849522,,,7.788849522,bvh,path
3,Windows11,dragon-10_kdtree_volpath.pbrt,33.24828899,,,33.24828899,kdtree,volpath
3,Windows11,pavilion-day_kdtree_volpath.pbrt,28.75864996,,,28.75864996,kdtree,volpath
3,Windows11,pavilion-day_kdtree_path.pbrt,25.49583312,,,25.49583312,kdtree,path
3,Windows11,killeroo-gold_kdtree_path.pbrt,12.06246215,,,12.06246215,kdtree,path
3,Windows11,vw-van_bvh_volpath.pbrt,14.06021951,,,14.06021951,bvh,volpath
4,Windows11,dragon-10_bvh_volpath.pbrt,11.88586134,,,11.88586134,bvh,volpath
4,Windows11,killeroo-gold_bvh_path.pbrt,7.840889802,,,7.840889802,bvh,path
4,Windows11,pavilion-day_kdtree_volpath.pbrt,28.93146915,,,28.93146915,kdtree,volpath
4,Windows11,pavilion-day_kdtree_path.pbrt,25.58759444,,,25.58759444,kdtree,path
4,Windows11,vw-van_kdtree_path.pbrt,17.66285936,,,17.66285936,kdtree,path
4,Windows11,pavilion-day_bvh_path.pbrt,24.83310989,,,24.83310989,bvh,path
4,Windows11,killeroo-gold_bvh_volpath.pbrt,8.077185143,,,8.077185143,bvh,volpath
4,Windows11,vw-van_bvh_volpath.pbrt,14.316749,,,14.316749,bvh,volpath
4,Windows11,dragon-10_kdtree_volpath.pbrt,34.42970978,,,34.42970978,kdtree,volpath
4,Windows11,vw-van_kdtree_volpath.pbrt,18.50624122,,,18.50624122,kdtree,volpath
4,Windows11,vw-van_bvh_path.pbrt,13.90155246,,,13.90155246,bvh,path
4,Windows11,dragon-10_kdtree_path.pbrt,34.09390102,,,34.09390102,kdtree,path
4,Windows11,pavilion-day_bvh_volpath.pbrt,28.00639342,,,28.00639342,bvh,volpath
4,Windows11,dragon-10_bvh_path.pbrt,12.19322715,,,12.19322715,bvh,path
4,Windows11,killeroo-gold_kdtree_path.pbrt,12.30603443,,,12.30603443,kdtree,path
4,Windows11,killeroo-gold_kdtree_volpath.pbrt,12.72638526,,,12.72638526,kdtree,volpath
4,Ubuntu-22-04-VM,killeroo-gold_kdtree_path.pbrt,14m52.446s,14,52.446,14.8741,kdtree,path
4,Ubuntu-22-04-VM,vw-van_kdtree_path.pbrt,25m1.696s,25,1.696,25.02826667,kdtree,path
4,Ubuntu-22-04-VM,pavilion-day_bvh_volpath.pbrt,11m26.199s,11,26.199,11.43665,bvh,volpath
4,Ubuntu-22-04-VM,dragon-10_bvh_path.pbrt,24m5.168s,24,5.168,24.08613333,bvh,path
4,Ubuntu-22-04-VM,pavilion-day_kdtree_volpath.pbrt,6m47.449s,6,47.449,6.790816667,kdtree,volpath
4,Ubuntu-22-04-VM,killeroo-gold_bvh_volpath.pbrt,15m20.415s,15,20.415,15.34025,bvh,volpath
4,Ubuntu-22-04-VM,vw-van_kdtree_volpath.pbrt,12m19.468s,12,19.468,12.32446667,kdtree,volpath
4,Ubuntu-22-04-VM,vw-van_bvh_volpath.pbrt,11m54.491s,11,54.491,11.90818333,bvh,volpath
4,Ubuntu-22-04-VM,vw-van_bvh_path.pbrt,28m54.328s,28,54.328,28.90546667,bvh,path
4,Ubuntu-22-04-VM,dragon-10_kdtree_path.pbrt,6m42.527s,6,42.527,6.708783333,kdtree,path
4,Ubuntu-22-04-VM,killeroo-gold_bvh_path.pbrt,11m43.581s,11,43.581,11.72635,bvh,path
4,Ubuntu-22-04-VM,dragon-10_bvh_volpath.pbrt,22m9.746s,22,9.746,22.16243333,bvh,volpath
4,Ubuntu-22-04-VM,pavilion-day_bvh_path.pbrt,21m10.184s,21,10.184,21.16973333,bvh,path
4,Ubuntu-22-04-VM,pavilion-day_kdtree_path.pbrt,29m39.328s,29,39.328,29.65546667,kdtree,path
4,Ubuntu-22-04-VM,dragon-10_kdtree_volpath.pbrt,10m0.249s,10,0.249,10.00415,kdtree,volpath
4,Ubuntu-22-04-VM,killeroo-gold_kdtree_volpath.pbrt,9m40.420s,9,40.42,9.673666667,kdtree,volpath
4,Ubuntu-22-04-VM-Minimal,pavilion-day_kdtree_volpath.pbrt,9m55.939s,9,55.939,9.932316667,kdtree,volpath
4,Ubuntu-22-04-VM-Minimal,pavilion-day_bvh_path.pbrt,14m52.382s,14,52.382,14.87303333,bvh,path
4,Ubuntu-22-04-VM-Minimal,killeroo-gold_bvh_volpath.pbrt,11m59.516s,11,59.516,11.99193333,bvh,volpath
4,Ubuntu-22-04-VM-Minimal,vw-van_kdtree_path.pbrt,11m57.656s,11,57.656,11.96093333,kdtree,path
4,Ubuntu-22-04-VM-Minimal,vw-van_bvh_volpath.pbrt,9m45.286s,9,45.286,9.754766667,bvh,volpath
4,Ubuntu-22-04-VM-Minimal,killeroo-gold_bvh_path.pbrt,29m44.651s,29,44.651,29.74418333,bvh,path
4,Ubuntu-22-04-VM-Minimal,pavilion-day_kdtree_path.pbrt,25m4.846s,25,4.846,25.08076667,kdtree,path
4,Ubuntu-22-04-VM-Minimal,dragon-10_bvh_volpath.pbrt,12m19.500s,12,19.5,12.325,bvh,volpath
4,Ubuntu-22-04-VM-Minimal,killeroo-gold_kdtree_volpath.pbrt,24m15.155s,24,15.155,24.25258333,kdtree,volpath
4,Ubuntu-22-04-VM-Minimal,pavilion-day_bvh_volpath.pbrt,15m20.483s,15,20.483,15.34138333,bvh,volpath
4,Ubuntu-22-04-VM-Minimal,dragon-10_bvh_path.pbrt,11m23.699s,11,23.699,11.39498333,bvh,path
4,Ubuntu-22-04-VM-Minimal,dragon-10_kdtree_path.pbrt,29m24.794s,29,24.794,29.41323333,kdtree,path
4,Ubuntu-22-04-VM-Minimal,killeroo-gold_kdtree_path.pbrt,21m15.152s,21,15.152,21.25253333,kdtree,path
4,Ubuntu-22-04-VM-Minimal,vw-van_bvh_path.pbrt,22m9.661s,22,9.661,22.16101667,bvh,path
4,Ubuntu-22-04-VM-Minimal,vw-van_kdtree_volpath.pbrt,6m51.492s,6,51.492,6.8582,kdtree,volpath
4,Ubuntu-22-04-VM-Minimal,dragon-10_kdtree_volpath.pbrt,6m45.515s,6,45.515,6.758583333,kdtree,volpath
4,Ubuntu-22-04,killeroo-gold_bvh_path.pbrt,6m15.224s,6,15.224,6.253733333,bvh,path
4,Ubuntu-22-04,killeroo-gold_kdtree_volpath.pbrt,9m19.911s,9,19.911,9.33185,kdtree,volpath
4,Ubuntu-22-04,vw-van_kdtree_volpath.pbrt,13m50.509s,13,50.509,13.84181667,kdtree,volpath
4,Ubuntu-22-04,pavilion-day_bvh_volpath.pbrt,22m59.176s,22,59.176,22.98626667,bvh,volpath
4,Ubuntu-22-04,dragon-10_kdtree_volpath.pbrt,26m26.457s,26,26.457,26.44095,kdtree,volpath
4,Ubuntu-22-04,vw-van_bvh_volpath.pbrt,11m4.074s,11,4.074,11.0679,bvh,volpath
4,Ubuntu-22-04,dragon-10_kdtree_path.pbrt,25m44.375s,25,44.375,25.73958333,kdtree,path
4,Ubuntu-22-04,pavilion-day_kdtree_path.pbrt,19m24.587s,19,24.587,19.40978333,kdtree,path
4,Ubuntu-22-04,killeroo-gold_bvh_volpath.pbrt,6m18.185s,6,18.185,6.303083333,bvh,volpath
4,Ubuntu-22-04,vw-van_kdtree_path.pbrt,13m29.934s,13,29.934,13.4989,kdtree,path
4,Ubuntu-22-04,killeroo-gold_kdtree_path.pbrt,9m4.998s,9,4.998,9.0833,kdtree,path
4,Ubuntu-22-04,vw-van_bvh_path.pbrt,10m44.140s,10,44.14,10.73566667,bvh,path
4,Ubuntu-22-04,dragon-10_bvh_volpath.pbrt,10m18.005s,10,18.005,10.30008333,bvh,volpath
4,Ubuntu-22-04,dragon-10_bvh_path.pbrt,9m58.291s,9,58.291,9.971516667,bvh,path
4,Ubuntu-22-04,pavilion-day_kdtree_volpath.pbrt,21m59.610s,21,59.61,21.9935,kdtree,volpath
4,Ubuntu-22-04,pavilion-day_bvh_path.pbrt,20m19.238s,20,19.238,20.32063333,bvh,path
4,Ubuntu-22-04-WSL,pavilion-day_bvh_volpath.pbrt,22m59.156s,22,59.156,22.98593333,bvh,volpath
4,Ubuntu-22-04-WSL,vw-van_bvh_path.pbrt,10m39.102s,10,39.102,10.6517,bvh,path
4,Ubuntu-22-04-WSL,vw-van_kdtree_path.pbrt,13m29.849s,13,29.849,13.49748333,kdtree,path
4,Ubuntu-22-04-WSL,vw-van_kdtree_volpath.pbrt,13m39.881s,13,39.881,13.66468333,kdtree,volpath
4,Ubuntu-22-04-WSL,killeroo-gold_kdtree_volpath.pbrt,9m19.886s,9,19.886,9.331433333,kdtree,volpath
4,Ubuntu-22-04-WSL,killeroo-gold_kdtree_path.pbrt,9m4.863s,9,4.863,9.08105,kdtree,path
4,Ubuntu-22-04-WSL,dragon-10_bvh_volpath.pbrt,10m7.936s,10,7.936,10.13226667,bvh,volpath
4,Ubuntu-22-04-WSL,pavilion-day_kdtree_path.pbrt,19m14.399s,19,14.399,19.23998333,kdtree,path
4,Ubuntu-22-04-WSL,pavilion-day_bvh_path.pbrt,20m28.998s,20,28.998,20.4833,bvh,path
4,Ubuntu-22-04-WSL,dragon-10_kdtree_path.pbrt,25m38.159s,25,38.159,25.63598333,kdtree,path
4,Ubuntu-22-04-WSL,killeroo-gold_bvh_volpath.pbrt,6m20.182s,6,20.182,6.336366667,bvh,volpath
4,Ubuntu-22-04-WSL,killeroo-gold_bvh_path.pbrt,6m13.191s,6,13.191,6.21985,bvh,path
4,Ubuntu-22-04-WSL,dragon-10_bvh_path.pbrt,9m47.835s,9,47.835,9.79725,bvh,path
4,Ubuntu-22-04-WSL,pavilion-day_kdtree_volpath.pbrt,21m49.439s,21,49.439,21.82398333,kdtree,volpath
4,Ubuntu-22-04-WSL,dragon-10_kdtree_volpath.pbrt,26m18.106s,26,18.106,26.30176667,kdtree,volpath
4,Ubuntu-22-04-WSL,vw-van_bvh_volpath.pbrt,11m4.032s,11,4.032,11.0672,bvh,volpath
5,Ubuntu-22-04-VM,dragon-10_kdtree_path.pbrt,28m39.890s,28,39.89,28.66483333,kdtree,path
5,Ubuntu-22-04-VM,pavilion-day_kdtree_path.pbrt,20m55.280s,20,55.28,20.92133333,kdtree,path
5,Ubuntu-22-04-VM,dragon-10_bvh_path.pbrt,11m25.103s,11,25.103,11.41838333,bvh,path
5,Ubuntu-22-04-VM,killeroo-gold_kdtree_volpath.pbrt,9m55.246s,9,55.246,9.920766667,kdtree,volpath
5,Ubuntu-22-04-VM,killeroo-gold_bvh_volpath.pbrt,6m47.472s,6,47.472,6.7912,bvh,volpath
5,Ubuntu-22-04-VM,pavilion-day_kdtree_volpath.pbrt,23m45.142s,23,45.142,23.75236667,kdtree,volpath
5,Ubuntu-22-04-VM,killeroo-gold_bvh_path.pbrt,6m38.454s,6,38.454,6.6409,bvh,path
5,Ubuntu-22-04-VM,pavilion-day_bvh_volpath.pbrt,24m49.808s,24,49.808,24.83013333,bvh,volpath
5,Ubuntu-22-04-VM,pavilion-day_bvh_path.pbrt,21m49.683s,21,49.683,21.82805,bvh,path
5,Ubuntu-22-04-VM,dragon-10_kdtree_volpath.pbrt,29m34.412s,29,34.412,29.57353333,kdtree,volpath
5,Ubuntu-22-04-VM,vw-van_bvh_path.pbrt,11m54.679s,11,54.679,11.91131667,bvh,path
5,Ubuntu-22-04-VM,dragon-10_bvh_volpath.pbrt,11m49.049s,11,49.049,11.81748333,bvh,volpath
5,Ubuntu-22-04-VM,vw-van_kdtree_path.pbrt,14m45.467s,14,45.467,14.75778333,kdtree,path
5,Ubuntu-22-04-VM,vw-van_kdtree_volpath.pbrt,15m15.394s,15,15.394,15.25656667,kdtree,volpath
5,Ubuntu-22-04-VM,vw-van_bvh_volpath.pbrt,12m19.521s,12,19.521,12.32535,bvh,volpath
5,Ubuntu-22-04-VM,killeroo-gold_kdtree_path.pbrt,9m40.237s,9,40.237,9.670616667,kdtree,path
5,Windows11,vw-van_kdtree_path.pbrt,17.27374776,,,17.27374776,kdtree,path
5,Windows11,killeroo-gold_kdtree_path.pbrt,11.80283401,,,11.80283401,kdtree,path
5,Windows11,pavilion-day_kdtree_path.pbrt,25.66638958,,,25.66638958,kdtree,path
5,Windows11,killeroo-gold_bvh_volpath.pbrt,7.826793232,,,7.826793232,bvh,volpath
5,Windows11,pavilion-day_kdtree_volpath.pbrt,29.00293679,,,29.00293679,kdtree,volpath
5,Windows11,dragon-10_bvh_path.pbrt,10.84142624,,,10.84142624,bvh,path
5,Windows11,vw-van_kdtree_volpath.pbrt,17.91542135,,,17.91542135,kdtree,volpath
5,Windows11,dragon-10_bvh_volpath.pbrt,11.26286869,,,11.26286869,bvh,volpath
5,Windows11,pavilion-day_bvh_path.pbrt,24.90645069,,,24.90645069,bvh,path
5,Windows11,dragon-10_kdtree_volpath.pbrt,32.92025364,,,32.92025364,kdtree,volpath
5,Windows11,vw-van_bvh_volpath.pbrt,13.89245335,,,13.89245335,bvh,volpath
5,Windows11,killeroo-gold_bvh_path.pbrt,7.796407248,,,7.796407248,bvh,path
5,Windows11,killeroo-gold_kdtree_volpath.pbrt,12.5553028,,,12.5553028,kdtree,volpath
5,Windows11,vw-van_bvh_path.pbrt,13.56182857,,,13.56182857,bvh,path
5,Windows11,dragon-10_kdtree_path.pbrt,32.41780896,,,32.41780896,kdtree,path
5,Windows11,pavilion-day_bvh_volpath.pbrt,28.0940938,,,28.0940938,bvh,volpath
5,Ubuntu-22-04-WSL,pavilion-day_kdtree_volpath.pbrt,22m9.518s,22,9.518,22.15863333,kdtree,volpath
5,Ubuntu-22-04-WSL,vw-van_kdtree_path.pbrt,13m25.053s,13,25.053,13.41755,kdtree,path
5,Ubuntu-22-04-WSL,dragon-10_kdtree_volpath.pbrt,26m24.316s,26,24.316,26.40526667,kdtree,volpath
5,Ubuntu-22-04-WSL,vw-van_bvh_path.pbrt,10m49.102s,10,49.102,10.81836667,bvh,path
5,Ubuntu-22-04-WSL,killeroo-gold_bvh_volpath.pbrt,6m22.202s,6,22.202,6.370033333,bvh,volpath
5,Ubuntu-22-04-WSL,killeroo-gold_kdtree_path.pbrt,9m24.967s,9,24.967,9.416116667,kdtree,path
5,Ubuntu-22-04-WSL,dragon-10_bvh_volpath.pbrt,10m7.832s,10,7.832,10.13053333,bvh,volpath
5,Ubuntu-22-04-WSL,vw-van_bvh_volpath.pbrt,11m9.024s,11,9.024,11.1504,bvh,volpath
5,Ubuntu-22-04-WSL,vw-van_kdtree_volpath.pbrt,13m39.791s,13,39.791,13.66318333,kdtree,volpath
5,Ubuntu-22-04-WSL,killeroo-gold_bvh_path.pbrt,6m10.187s,6,10.187,6.169783333,bvh,path
5,Ubuntu-22-04-WSL,dragon-10_kdtree_path.pbrt,26m8.651s,26,8.651,26.14418333,kdtree,path
5,Ubuntu-22-04-WSL,dragon-10_bvh_path.pbrt,9m47.843s,9,47.843,9.797383333,bvh,path
5,Ubuntu-22-04-WSL,killeroo-gold_kdtree_volpath.pbrt,9m29.933s,9,29.933,9.498883333,kdtree,volpath
5,Ubuntu-22-04-WSL,pavilion-day_kdtree_path.pbrt,19m19.433s,19,19.433,19.32388333,kdtree,path
5,Ubuntu-22-04-WSL,pavilion-day_bvh_volpath.pbrt,22m48.996s,22,48.996,22.8166,bvh,volpath
5,Ubuntu-22-04-WSL,pavilion-day_bvh_path.pbrt,20m23.992s,20,23.992,20.39986667,bvh,path
5,Ubuntu-22-04,killeroo-gold_kdtree_path.pbrt,9m4.903s,9,4.903,9.081716667,kdtree,path
5,Ubuntu-22-04,pavilion-day_bvh_volpath.pbrt,22m54.186s,22,54.186,22.9031,bvh,volpath
5,Ubuntu-22-04,vw-van_kdtree_path.pbrt,13m20.544s,13,20.544,13.3424,kdtree,path
5,Ubuntu-22-04,pavilion-day_bvh_path.pbrt,20m9.199s,20,9.199,20.15331667,bvh,path
5,Ubuntu-22-04,vw-van_kdtree_volpath.pbrt,13m44.771s,13,44.771,13.74618333,kdtree,volpath
5,Ubuntu-22-04,dragon-10_bvh_volpath.pbrt,10m18.001s,10,18.001,10.30001667,bvh,volpath
5,Ubuntu-22-04,dragon-10_bvh_path.pbrt,10m2.928s,10,2.928,10.0488,bvh,path
5,Ubuntu-22-04,killeroo-gold_bvh_volpath.pbrt,6m17.128s,6,17.128,6.285466667,bvh,volpath
5,Ubuntu-22-04,pavilion-day_kdtree_volpath.pbrt,21m59.582s,21,59.582,21.99303333,kdtree,volpath
5,Ubuntu-22-04,killeroo-gold_bvh_path.pbrt,6m9.132s,6,9.132,6.1522,bvh,path
5,Ubuntu-22-04,killeroo-gold_kdtree_volpath.pbrt,9m14.911s,9,14.911,9.248516667,kdtree,volpath
5,Ubuntu-22-04,dragon-10_kdtree_volpath.pbrt,26m16.350s,26,16.35,26.2725,kdtree,volpath
5,Ubuntu-22-04,vw-van_bvh_path.pbrt,10m39.148s,10,39.148,10.65246667,bvh,path
5,Ubuntu-22-04,dragon-10_kdtree_path.pbrt,25m45.474s,25,45.474,25.7579,kdtree,path
5,Ubuntu-22-04,pavilion-day_kdtree_path.pbrt,19m19.582s,19,19.582,19.32636667,kdtree,path
5,Ubuntu-22-04,vw-van_bvh_volpath.pbrt,10m59.158s,10,59.158,10.98596667,bvh,volpath
5,Ubuntu-22-04-VM-Minimal,pavilion-day_bvh_path.pbrt,21m38.826s,21,38.826,21.6471,bvh,path
5,Ubuntu-22-04-VM-Minimal,vw-van_kdtree_path.pbrt,14m40.501s,14,40.501,14.67501667,kdtree,path
5,Ubuntu-22-04-VM-Minimal,vw-van_bvh_volpath.pbrt,12m9.459s,12,9.459,12.15765,bvh,volpath
5,Ubuntu-22-04-VM-Minimal,killeroo-gold_kdtree_path.pbrt,9m35.255s,9,35.255,9.587583333,kdtree,path
5,Ubuntu-22-04-VM-Minimal,dragon-10_kdtree_volpath.pbrt,29m5.941s,29,5.941,29.09901667,kdtree,volpath
5,Ubuntu-22-04-VM-Minimal,dragon-10_bvh_volpath.pbrt,11m50.587s,11,50.587,11.84311667,bvh,volpath
5,Ubuntu-22-04-VM-Minimal,pavilion-day_bvh_volpath.pbrt,24m39.875s,24,39.875,24.66458333,bvh,volpath
5,Ubuntu-22-04-VM-Minimal,dragon-10_kdtree_path.pbrt,28m59.368s,28,59.368,28.98946667,kdtree,path
5,Ubuntu-22-04-VM-Minimal,killeroo-gold_bvh_volpath.pbrt,6m47.435s,6,47.435,6.790583333,bvh,volpath
5,Ubuntu-22-04-VM-Minimal,vw-van_kdtree_volpath.pbrt,15m10.363s,15,10.363,15.17271667,kdtree,volpath
5,Ubuntu-22-04-VM-Minimal,pavilion-day_kdtree_volpath.pbrt,23m45.079s,23,45.079,23.75131667,kdtree,volpath
5,Ubuntu-22-04-VM-Minimal,pavilion-day_kdtree_path.pbrt,20m55.079s,20,55.079,20.91798333,kdtree,path
5,Ubuntu-22-04-VM-Minimal,killeroo-gold_bvh_path.pbrt,6m38.423s,6,38.423,6.640383333,bvh,path
5,Ubuntu-22-04-VM-Minimal,vw-van_bvh_path.pbrt,11m54.478s,11,54.478,11.90796667,bvh,path
5,Ubuntu-22-04-VM-Minimal,killeroo-gold_kdtree_volpath.pbrt,9m55.196s,9,55.196,9.919933333,kdtree,volpath
5,Ubuntu-22-04-VM-Minimal,dragon-10_bvh_path.pbrt,11m28.728s,11,28.728,11.4788,bvh,path
